x,y,z
5.410000000000000142e+00,9.720376179147562079e-02,2.836134565881501590e+00
0.000000000000000000e+00,9.447824662314655009e-03,3.114208702650037353e+00
5.410000000000000142e+00,9.447824662314655009e-03,3.114208702650037353e+00
0.000000000000000000e+00,9.253699502777344710e-02,2.697243840246462909e+00
5.410000000000000142e+00,9.253699502777344710e-02,2.697243840246462909e+00
0.000000000000000000e+00,1.102754712146263583e-01,3.036586375837879270e+00
5.410000000000000142e+00,1.102754712146263583e-01,3.036586375837879270e+00
0.000000000000000000e+00,3.944222431928720921e-03,4.326576382571502011e-01
5.410000000000000142e+00,3.944222431928720921e-03,4.326576382571502011e-01
0.000000000000000000e+00,7.567013820731838432e-03,1.453889298657492057e+00
5.410000000000000142e+00,7.567013820731838432e-03,1.453889298657492057e+00
0.000000000000000000e+00,3.786718032302863191e-02,7.130354158166420930e-01
5.410000000000000142e+00,3.786718032302863191e-02,7.130354158166420930e-01
3.812022803310603614e+00,6.294827894245505484e-02,0.000000000000000000e+00
3.812022803310603614e+00,6.294827894245505484e-02,3.600000000000000089e+00
3.332832202318465331e+00,1.898239625861610717e-03,0.000000000000000000e+00
3.332832202318465331e+00,1.898239625861610717e-03,3.600000000000000089e+00
1.974404781194859293e+00,1.492608035816932709e-02,0.000000000000000000e+00
1.974404781194859293e+00,1.492608035816932709e-02,3.600000000000000089e+00
1.929317544161219367e+00,7.197481205652704606e-02,0.000000000000000000e+00
1.929317544161219367e+00,7.197481205652704606e-02,3.600000000000000089e+00
3.592009780834253707e+00,1.263216548494083867e-03,0.000000000000000000e+00
3.592009780834253707e+00,1.263216548494083867e-03,3.600000000000000089e+00
4.474928533557071653e+00,7.066305486828208804e-02,0.000000000000000000e+00
4.474928533557071653e+00,7.066305486828208804e-02,3.600000000000000089e+00
3.695840264037443035e+00,1.288638624176332605e-02,0.000000000000000000e+00
3.695840264037443035e+00,1.288638624176332605e-02,3.600000000000000089e+00
2.009936160104070613e+00,5.404329825601791870e-02,0.000000000000000000e+00
2.009936160104070613e+00,5.404329825601791870e-02,3.600000000000000089e+00
3.606879140819374552e+00,6.920764684989122451e-02,0.000000000000000000e+00
3.606879140819374552e+00,6.920764684989122451e-02,3.600000000000000089e+00
3.193760946781425858e+00,9.708313475852699270e-02,0.000000000000000000e+00
3.193760946781425858e+00,9.708313475852699270e-02,3.600000000000000089e+00
1.559625184070273951e+00,2.444373726279279457e-02,0.000000000000000000e+00
1.559625184070273951e+00,2.444373726279279457e-02,3.600000000000000089e+00
5.398907497600831995e+00,4.401144125200433244e-02,0.000000000000000000e+00
5.398907497600831995e+00,4.401144125200433244e-02,3.600000000000000089e+00
3.594016699612565091e+00,8.347836381407135187e-02,0.000000000000000000e+00
3.594016699612565091e+00,8.347836381407135187e-02,3.600000000000000089e+00
2.186191913101886541e+00,1.652588933708064312e-02,0.000000000000000000e+00
2.186191913101886541e+00,1.652588933708064312e-02,3.600000000000000089e+00
3.436884479569083162e+00,4.368133569308027542e-02,0.000000000000000000e+00
3.436884479569083162e+00,4.368133569308027542e-02,3.600000000000000089e+00
3.466302608495295701e+00,1.233344474272185694e-02,0.000000000000000000e+00
3.466302608495295701e+00,1.233344474272185694e-02,3.600000000000000089e+00
3.125390862627925870e+00,1.646223509254456357e-03,0.000000000000000000e+00
3.125390862627925870e+00,1.646223509254456357e-03,3.600000000000000089e+00
2.435135730617449035e+00,2.909344648296295979e-02,0.000000000000000000e+00
2.435135730617449035e+00,2.909344648296295979e-02,3.600000000000000089e+00
2.696671805666907673e+00,2.688531161831888682e-03,0.000000000000000000e+00
2.696671805666907673e+00,2.688531161831888682e-03,3.600000000000000089e+00
2.530794190389801468e+00,7.805951479477971078e-02,0.000000000000000000e+00
2.530794190389801468e+00,7.805951479477971078e-02,3.600000000000000089e+00
4.929954606331277134e+00,8.635502593315903808e-02,0.000000000000000000e+00
4.929954606331277134e+00,8.635502593315903808e-02,3.600000000000000089e+00
1.988566384638138299e-02,9.562205180159129292e-02,0.000000000000000000e+00
1.988566384638138299e-02,9.562205180159129292e-02,3.600000000000000089e+00
4.269043426680894093e+00,8.683019350394590233e-03,0.000000000000000000e+00
4.269043426680894093e+00,8.683019350394590233e-03,3.600000000000000089e+00
1.984060213577706566e+00,5.186507315689347503e-02,0.000000000000000000e+00
1.984060213577706566e+00,5.186507315689347503e-02,3.600000000000000089e+00
4.330523802673091005e+00,4.718882743715882566e-02,0.000000000000000000e+00
4.330523802673091005e+00,4.718882743715882566e-02,3.600000000000000089e+00
4.669639601499126158e+00,1.019925634769972278e-01,0.000000000000000000e+00
4.669639601499126158e+00,1.019925634769972278e-01,3.600000000000000089e+00
4.747689315558081269e+00,2.170354771943149019e-02,0.000000000000000000e+00
4.747689315558081269e+00,2.170354771943149019e-02,3.600000000000000089e+00
3.910676636081893864e+00,2.594545670148179148e-02,0.000000000000000000e+00
3.910676636081893864e+00,2.594545670148179148e-02,3.600000000000000089e+00
9.536063265795695632e-01,7.567114667037155851e-02,0.000000000000000000e+00
9.536063265795695632e-01,7.567114667037155851e-02,3.600000000000000089e+00
4.238214300720284378e+00,4.879136520958247090e-03,0.000000000000000000e+00
4.238214300720284378e+00,4.879136520958247090e-03,3.600000000000000089e+00
1.023982494715161229e+00,5.636541837012511158e-02,0.000000000000000000e+00
1.023982494715161229e+00,5.636541837012511158e-02,3.600000000000000089e+00
4.987778804203990113e+00,1.070190867956390401e-01,0.000000000000000000e+00
4.987778804203990113e+00,1.070190867956390401e-01,3.600000000000000089e+00
9.161844117290184331e-01,1.036196475232951594e-02,0.000000000000000000e+00
9.161844117290184331e-01,1.036196475232951594e-02,3.600000000000000089e+00
4.372338523196175331e-01,3.775989330330346144e-02,0.000000000000000000e+00
4.372338523196175331e-01,3.775989330330346144e-02,3.600000000000000089e+00
1.232974548542588922e+00,5.806535760212070546e-02,0.000000000000000000e+00
1.232974548542588922e+00,5.806535760212070546e-02,3.600000000000000089e+00
1.079896728702395059e+00,9.081017768358873310e-02,0.000000000000000000e+00
1.079896728702395059e+00,9.081017768358873310e-02,3.600000000000000089e+00
2.457123639396795678e+00,2.809620214689038595e-02,0.000000000000000000e+00
2.457123639396795678e+00,2.809620214689038595e-02,3.600000000000000089e+00
4.199713250299899059e+00,3.785833844847898838e-02,0.000000000000000000e+00
4.199713250299899059e+00,3.785833844847898838e-02,3.600000000000000089e+00
3.662268887115963434e+00,7.216669641220503639e-02,0.000000000000000000e+00
3.662268887115963434e+00,7.216669641220503639e-02,3.600000000000000089e+00
1.729160533473013128e+00,4.700211667711485380e-02,0.000000000000000000e+00
1.729160533473013128e+00,4.700211667711485380e-02,3.600000000000000089e+00
2.985769578839455041e-01,5.937742704270094346e-02,0.000000000000000000e+00
2.985769578839455041e-01,5.937742704270094346e-02,3.600000000000000089e+00
3.230910229207911932e+00,1.101101027956947892e-01,0.000000000000000000e+00
3.230910229207911932e+00,1.101101027956947892e-01,3.600000000000000089e+00
3.463218911675566059e+00,3.793941379268206404e-02,0.000000000000000000e+00
3.463218911675566059e+00,3.793941379268206404e-02,3.600000000000000089e+00
5.085492526739334274e+00,1.034444518816346609e-01,0.000000000000000000e+00
5.085492526739334274e+00,1.034444518816346609e-01,3.600000000000000089e+00
1.967449062709658802e+00,8.111299740719200846e-02,0.000000000000000000e+00
1.967449062709658802e+00,8.111299740719200846e-02,3.600000000000000089e+00
1.380913842888694676e+00,8.624547349608854829e-02,0.000000000000000000e+00
1.380913842888694676e+00,8.624547349608854829e-02,3.600000000000000089e+00
2.106854505948539291e+00,4.801026277766337613e-02,0.000000000000000000e+00
2.106854505948539291e+00,4.801026277766337613e-02,3.600000000000000089e+00
3.813511350390132559e+00,3.186882528085770161e-02,0.000000000000000000e+00
3.813511350390132559e+00,3.186882528085770161e-02,3.600000000000000089e+00
4.478884828820805630e+00,1.131432322597982210e-01,0.000000000000000000e+00
4.478884828820805630e+00,1.131432322597982210e-01,3.600000000000000089e+00
4.542737542155920738e-01,1.091437038870897575e-01,0.000000000000000000e+00
4.542737542155920738e-01,1.091437038870897575e-01,3.600000000000000089e+00
2.901355884113184569e+00,0.000000000000000000e+00,1.140989870579079302e+00
2.901355884113184569e+00,1.199999999999999956e-01,1.140989870579079302e+00
8.098524873495684950e-01,0.000000000000000000e+00,3.237930799298053941e+00
8.098524873495684950e-01,1.199999999999999956e-01,3.237930799298053941e+00
1.762112517496933872e+00,0.000000000000000000e+00,3.454609131887091511e+00
1.762112517496933872e+00,1.199999999999999956e-01,3.454609131887091511e+00
3.654541106554741514e+00,0.000000000000000000e+00,1.702560205704231944e+00
3.654541106554741514e+00,1.199999999999999956e-01,1.702560205704231944e+00
3.417614167757246246e+00,0.000000000000000000e+00,2.848173708388204606e+00
3.417614167757246246e+00,1.199999999999999956e-01,2.848173708388204606e+00
1.574128259787895168e+00,0.000000000000000000e+00,1.125858456046421097e+00
1.574128259787895168e+00,1.199999999999999956e-01,1.125858456046421097e+00
3.592921455875106140e+00,0.000000000000000000e+00,1.549337281367853203e+00
3.592921455875106140e+00,1.199999999999999956e-01,1.549337281367853203e+00
1.485901577988977484e+00,0.000000000000000000e+00,1.152399926437982502e+00
1.485901577988977484e+00,1.199999999999999956e-01,1.152399926437982502e+00
8.388884567455177077e-01,0.000000000000000000e+00,2.952611494272314729e+00
8.388884567455177077e-01,1.199999999999999956e-01,2.952611494272314729e+00
1.126141760881961495e+00,0.000000000000000000e+00,1.867977291758800895e+00
1.126141760881961495e+00,1.199999999999999956e-01,1.867977291758800895e+00
8.867790120377638807e-01,0.000000000000000000e+00,3.016607835276394756e+00
8.867790120377638807e-01,1.199999999999999956e-01,3.016607835276394756e+00
8.573918960607054274e-01,0.000000000000000000e+00,1.627590891817696006e+00
8.573918960607054274e-01,1.199999999999999956e-01,1.627590891817696006e+00
2.462010838808522895e+00,0.000000000000000000e+00,1.035105495756803551e+00
2.462010838808522895e+00,1.199999999999999956e-01,1.035105495756803551e+00
6.463968257596186540e-01,0.000000000000000000e+00,1.445630406545267699e-01
6.463968257596186540e-01,1.199999999999999956e-01,1.445630406545267699e-01
1.623608429082489479e+00,0.000000000000000000e+00,1.561997538441946443e+00
1.623608429082489479e+00,1.199999999999999956e-01,1.561997538441946443e+00
1.961728271363458509e+00,0.000000000000000000e+00,2.534498106390582262e+00
1.961728271363458509e+00,1.199999999999999956e-01,2.534498106390582262e+00
3.819850693454827084e+00,0.000000000000000000e+00,1.177876753515640029e+00
3.819850693454827084e+00,1.199999999999999956e-01,1.177876753515640029e+00
8.003064561521893161e-01,0.000000000000000000e+00,1.777436264900897678e+00
8.003064561521893161e-01,1.199999999999999956e-01,1.777436264900897678e+00
1.167566063536071841e+00,0.000000000000000000e+00,2.209709992992900052e+00
1.167566063536071841e+00,1.199999999999999956e-01,2.209709992992900052e+00
3.974120600181103580e+00,0.000000000000000000e+00,9.634793771484858604e-01
3.974120600181103580e+00,1.199999999999999956e-01,9.634793771484858604e-01
3.985990440423156755e+00,0.000000000000000000e+00,1.411724820921344437e+00
3.985990440423156755e+00,1.199999999999999956e-01,1.411724820921344437e+00
3.438757826760245440e+00,0.000000000000000000e+00,1.834695500755152198e+00
3.438757826760245440e+00,1.199999999999999956e-01,1.834695500755152198e+00
2.377826738558196595e+00,0.000000000000000000e+00,8.813256785318666076e-01
2.377826738558196595e+00,1.199999999999999956e-01,8.813256785318666076e-01
3.953291496669912863e+00,0.000000000000000000e+00,1.857156144624163785e+00
3.953291496669912863e+00,1.199999999999999956e-01,1.857156144624163785e+00
1.044066935756547299e+00,0.000000000000000000e+00,4.863866756162263383e-01
1.044066935756547299e+00,1.199999999999999956e-01,4.863866756162263383e-01
2.955139349818759253e+00,0.000000000000000000e+00,3.277423566152681822e+00
2.955139349818759253e+00,1.199999999999999956e-01,3.277423566152681822e+00
3.824614320488239461e+00,0.000000000000000000e+00,1.453396676813488275e+00
3.824614320488239461e+00,1.199999999999999956e-01,1.453396676813488275e+00
3.067574881168392054e+00,0.000000000000000000e+00,2.562397860524976867e+00
3.067574881168392054e+00,1.199999999999999956e-01,2.562397860524976867e+00
2.109169638474951647e+00,0.000000000000000000e+00,3.447625703893276050e+00
2.109169638474951647e+00,1.199999999999999956e-01,3.447625703893276050e+00
2.541162212048804658e+00,0.000000000000000000e+00,1.487026834276913290e+00
2.541162212048804658e+00,1.199999999999999956e-01,1.487026834276913290e+00
1.100123124773610517e+00,0.000000000000000000e+00,2.442707791554696861e+00
1.100123124773610517e+00,1.199999999999999956e-01,2.442707791554696861e+00
4.548153976818865019e-01,0.000000000000000000e+00,1.900099089282498488e+00
4.548153976818865019e-01,1.199999999999999956e-01,1.900099089282498488e+00
1.294108060109427250e+00,0.000000000000000000e+00,4.070822011150064812e-01
1.294108060109427250e+00,1.199999999999999956e-01,4.070822011150064812e-01
1.552073058657166715e+00,0.000000000000000000e+00,8.125960173114028517e-01
1.552073058657166715e+00,1.199999999999999956e-01,8.125960173114028517e-01
3.880957024986569248e+00,0.000000000000000000e+00,2.125306126849196175e+00
3.880957024986569248e+00,1.199999999999999956e-01,2.125306126849196175e+00
2.644124244922991807e+00,0.000000000000000000e+00,9.854467338284202960e-01
2.644124244922991807e+00,1.199999999999999956e-01,9.854467338284202960e-01
2.690837760187284378e+00,0.000000000000000000e+00,2.948582904758014323e+00
2.690837760187284378e+00,1.199999999999999956e-01,2.948582904758014323e+00
3.700444112506357630e+00,0.000000000000000000e+00,1.184418498762028538e+00
3.700444112506357630e+00,1.199999999999999956e-01,1.184418498762028538e+00
1.444179087980107523e+00,0.000000000000000000e+00,1.609876316579126110e+00
1.444179087980107523e+00,1.199999999999999956e-01,1.609876316579126110e+00
3.797746854685249751e+00,0.000000000000000000e+00,4.211508332605750082e-01
3.797746854685249751e+00,1.199999999999999956e-01,4.211508332605750082e-01
3.477591814394731529e+00,0.000000000000000000e+00,1.832773084729100166e+00
3.477591814394731529e+00,1.199999999999999956e-01,1.832773084729100166e+00
3.942881730331031953e+00,0.000000000000000000e+00,1.176154258655171425e+00
3.942881730331031953e+00,1.199999999999999956e-01,1.176154258655171425e+00
2.866750422666737297e+00,0.000000000000000000e+00,2.339690320040222815e+00
2.866750422666737297e+00,1.199999999999999956e-01,2.339690320040222815e+00
3.418022407840514365e+00,0.000000000000000000e+00,1.344631987401245121e+00
3.418022407840514365e+00,1.199999999999999956e-01,1.344631987401245121e+00
3.668498277205229918e+00,0.000000000000000000e+00,3.573647988138041409e+00
3.668498277205229918e+00,1.199999999999999956e-01,3.573647988138041409e+00
2.714917950628243037e+00,0.000000000000000000e+00,2.412540118107805442e-01
2.714917950628243037e+00,1.199999999999999956e-01,2.412540118107805442e-01
5.107152432131836228e-01,0.000000000000000000e+00,7.274004958487264583e-01
5.107152432131836228e-01,1.199999999999999956e-01,7.274004958487264583e-01
1.513694948800874629e+00,0.000000000000000000e+00,2.912220495179941970e+00
1.513694948800874629e+00,1.199999999999999956e-01,2.912220495179941970e+00
8.322047633829088298e-01,0.000000000000000000e+00,2.499078119430437450e+00
8.322047633829088298e-01,1.199999999999999956e-01,2.499078119430437450e+00
1.386967473714321386e+00,0.000000000000000000e+00,6.966448146817567633e-01
1.386967473714321386e+00,1.199999999999999956e-01,6.966448146817567633e-01
5.321754362181803089e-01,0.000000000000000000e+00,9.962473312875995690e-01
5.321754362181803089e-01,1.199999999999999956e-01,9.962473312875995690e-01
1.471157857613397901e+00,0.000000000000000000e+00,3.144858493161688973e+00
1.471157857613397901e+00,1.199999999999999956e-01,3.144858493161688973e+00
3.132872803432635411e+00,0.000000000000000000e+00,2.889887475263736683e+00
3.132872803432635411e+00,1.199999999999999956e-01,2.889887475263736683e+00
1.610337215696240332e+00,0.000000000000000000e+00,2.752422934179128422e+00
1.610337215696240332e+00,1.199999999999999956e-01,2.752422934179128422e+00
1.255176672527892112e+00,0.000000000000000000e+00,5.623114960445941835e-01
1.255176672527892112e+00,1.199999999999999956e-01,5.623114960445941835e-01
1.084676755468573894e+00,0.000000000000000000e+00,2.726389814979873538e+00
1.084676755468573894e+00,1.199999999999999956e-01,2.726389814979873538e+00
2.640035836068869823e+00,0.000000000000000000e+00,2.118473389033846743e+00
2.640035836068869823e+00,1.199999999999999956e-01,2.118473389033846743e+00
8.052613879478234260e-01,0.000000000000000000e+00,6.637776712501890497e-01
8.052613879478234260e-01,1.199999999999999956e-01,6.637776712501890497e-01
2.579997182931523803e+00,0.000000000000000000e+00,1.848255449640094028e+00
2.579997182931523803e+00,1.199999999999999956e-01,1.848255449640094028e+00
2.625658214962932835e+00,0.000000000000000000e+00,2.607372759205132340e+00
2.625658214962932835e+00,1.199999999999999956e-01,2.607372759205132340e+00
3.454209109491130469e+00,0.000000000000000000e+00,2.450675017394004396e+00
3.454209109491130469e+00,1.199999999999999956e-01,2.450675017394004396e+00
1.247335223836545826e+00,0.000000000000000000e+00,3.045743597202519748e+00
1.247335223836545826e+00,1.199999999999999956e-01,3.045743597202519748e+00
2.706123575208214227e+00,0.000000000000000000e+00,4.698419986301398676e-01
2.706123575208214227e+00,1.199999999999999956e-01,4.698419986301398676e-01
2.586395520264161085e+00,0.000000000000000000e+00,7.061687636641230670e-01
2.586395520264161085e+00,1.199999999999999956e-01,7.061687636641230670e-01
2.105205477640389233e+00,0.000000000000000000e+00,3.193935119338682682e+00
2.105205477640389233e+00,1.199999999999999956e-01,3.193935119338682682e+00
2.598266665263158526e+00,0.000000000000000000e+00,2.939902302700712511e+00
2.598266665263158526e+00,1.199999999999999956e-01,2.939902302700712511e+00
3.588016884112540161e+00,0.000000000000000000e+00,1.164048170873947408e+00
3.588016884112540161e+00,1.199999999999999956e-01,1.164048170873947408e+00
3.980104577222769890e+00,0.000000000000000000e+00,1.720753732711719719e+00
3.980104577222769890e+00,1.199999999999999956e-01,1.720753732711719719e+00
7.364109109193601732e-01,0.000000000000000000e+00,3.389750445574021498e+00
7.364109109193601732e-01,1.199999999999999956e-01,3.389750445574021498e+00
3.809600190338476189e+00,0.000000000000000000e+00,1.969262055645557286e-01
3.809600190338476189e+00,1.199999999999999956e-01,1.969262055645557286e-01
6.389715706905083614e-01,0.000000000000000000e+00,5.796071067152108736e-01
6.389715706905083614e-01,1.199999999999999956e-01,5.796071067152108736e-01
2.715024526843643482e+00,0.000000000000000000e+00,2.270071298346370448e+00
2.715024526843643482e+00,1.199999999999999956e-01,2.270071298346370448e+00
2.243605432293591662e-01,0.000000000000000000e+00,1.690795776263959160e+00
2.243605432293591662e-01,1.199999999999999956e-01,1.690795776263959160e+00
3.012537896897375056e+00,0.000000000000000000e+00,3.196963196088312031e+00
3.012537896897375056e+00,1.199999999999999956e-01,3.196963196088312031e+00
2.056163287192883882e+00,0.000000000000000000e+00,2.076382208762047821e+00
2.056163287192883882e+00,1.199999999999999956e-01,2.076382208762047821e+00
2.623890988455349405e+00,0.000000000000000000e+00,2.344497793738553160e+00
2.623890988455349405e+00,1.199999999999999956e-01,2.344497793738553160e+00
2.637220878267958035e+00,0.000000000000000000e+00,2.774283165530487150e+00
2.637220878267958035e+00,1.199999999999999956e-01,2.774283165530487150e+00
1.452362670056643212e+00,0.000000000000000000e+00,8.472190141807249830e-01
1.452362670056643212e+00,1.199999999999999956e-01,8.472190141807249830e-01
2.954041022448651965e+00,0.000000000000000000e+00,9.661474805319782977e-01
2.954041022448651965e+00,1.199999999999999956e-01,9.661474805319782977e-01
1.746001244920288187e+00,0.000000000000000000e+00,1.264770348469573369e+00
1.746001244920288187e+00,1.199999999999999956e-01,1.264770348469573369e+00
5.959770534631925187e-03,0.000000000000000000e+00,1.084405528060633950e+00
5.959770534631925187e-03,1.199999999999999956e-01,1.084405528060633950e+00
2.095997565301045640e+00,0.000000000000000000e+00,6.374171521704642407e-01
2.095997565301045640e+00,1.199999999999999956e-01,6.374171521704642407e-01
2.395128455705650694e+00,0.000000000000000000e+00,6.386321005740215329e-01
2.395128455705650694e+00,1.199999999999999956e-01,6.386321005740215329e-01
2.220193314670605655e+00,0.000000000000000000e+00,1.785839526797707189e+00
2.220193314670605655e+00,1.199999999999999956e-01,1.785839526797707189e+00
8.948882099078252494e-01,0.000000000000000000e+00,2.924773457076886629e+00
8.948882099078252494e-01,1.199999999999999956e-01,2.924773457076886629e+00
3.920488986829896216e+00,0.000000000000000000e+00,8.077665806990569353e-01
3.920488986829896216e+00,1.199999999999999956e-01,8.077665806990569353e-01
3.446252632860492771e+00,0.000000000000000000e+00,1.559452748253217891e+00
3.446252632860492771e+00,1.199999999999999956e-01,1.559452748253217891e+00
1.927579486659413810e+00,0.000000000000000000e+00,1.605226861024900697e-01
1.927579486659413810e+00,1.199999999999999956e-01,1.605226861024900697e-01
2.646190574906302384e+00,0.000000000000000000e+00,3.182596912402558154e+00
2.646190574906302384e+00,1.199999999999999956e-01,3.182596912402558154e+00
1.254434644771819540e+00,0.000000000000000000e+00,1.156078787879052161e+00
1.254434644771819540e+00,1.199999999999999956e-01,1.156078787879052161e+00
3.782325129088910387e+00,0.000000000000000000e+00,1.924315820188606585e+00
3.782325129088910387e+00,1.199999999999999956e-01,1.924315820188606585e+00
3.924753687885867315e+00,0.000000000000000000e+00,1.210490867155187722e+00
3.924753687885867315e+00,1.199999999999999956e-01,1.210490867155187722e+00
1.756893732305041755e+00,0.000000000000000000e+00,3.444299576379154182e+00
1.756893732305041755e+00,1.199999999999999956e-01,3.444299576379154182e+00
1.444345031600393625e-01,0.000000000000000000e+00,7.195157938284301169e-01
1.444345031600393625e-01,1.199999999999999956e-01,7.195157938284301169e-01
2.699468428426153643e+00,0.000000000000000000e+00,1.580855472182337573e+00
2.699468428426153643e+00,1.199999999999999956e-01,1.580855472182337573e+00
3.849085826887750361e+00,0.000000000000000000e+00,2.588161406489253857e-01
3.849085826887750361e+00,1.199999999999999956e-01,2.588161406489253857e-01
2.969295316866456869e+00,0.000000000000000000e+00,2.661750402860048492e+00
2.969295316866456869e+00,1.199999999999999956e-01,2.661750402860048492e+00
2.573342741848783533e+00,0.000000000000000000e+00,1.793873651537922331e+00
2.573342741848783533e+00,1.199999999999999956e-01,1.793873651537922331e+00
1.231174867652946592e+00,0.000000000000000000e+00,2.808184797884420547e+00
1.231174867652946592e+00,1.199999999999999956e-01,2.808184797884420547e+00
1.347522100827806879e+00,0.000000000000000000e+00,2.912043236058822426e+00
1.347522100827806879e+00,1.199999999999999956e-01,2.912043236058822426e+00
0.000000000000000000e+00,5.685374363240294077e-02,3.008450468296056446e+00
4.000000000000000000e+00,5.685374363240294077e-02,3.008450468296056446e+00
0.000000000000000000e+00,4.673915284017812755e-02,3.133968361240879741e+00
4.000000000000000000e+00,4.673915284017812755e-02,3.133968361240879741e+00
0.000000000000000000e+00,5.149292994846731142e-02,3.165124627770396160e+00
4.000000000000000000e+00,5.149292994846731142e-02,3.165124627770396160e+00
0.000000000000000000e+00,7.294664709226282573e-02,2.390970124969351573e+00
4.000000000000000000e+00,7.294664709226282573e-02,2.390970124969351573e+00
0.000000000000000000e+00,2.789023587927219952e-02,5.027135469606004436e-01
4.000000000000000000e+00,2.789023587927219952e-02,5.027135469606004436e-01
0.000000000000000000e+00,6.656871624183989186e-03,2.903899766258033921e+00
4.000000000000000000e+00,6.656871624183989186e-03,2.903899766258033921e+00
0.000000000000000000e+00,1.180044434450148449e-01,1.394617877783840831e-01
4.000000000000000000e+00,1.180044434450148449e-01,1.394617877783840831e-01
0.000000000000000000e+00,5.055562292101609817e-02,8.647536030718742106e-01
4.000000000000000000e+00,5.055562292101609817e-02,8.647536030718742106e-01
0.000000000000000000e+00,3.723798541015360675e-02,3.084184120637280646e+00
4.000000000000000000e+00,3.723798541015360675e-02,3.084184120637280646e+00
0.000000000000000000e+00,9.462289907857983351e-02,1.860436055654245413e+00
4.000000000000000000e+00,9.462289907857983351e-02,1.860436055654245413e+00
0.000000000000000000e+00,3.805724632997821433e-02,2.035108211762773678e+00
4.000000000000000000e+00,3.805724632997821433e-02,2.035108211762773678e+00
0.000000000000000000e+00,8.196759285180263421e-02,1.329662667465630221e+00
4.000000000000000000e+00,8.196759285180263421e-02,1.329662667465630221e+00
0.000000000000000000e+00,9.807808500504672233e-02,2.061396649252088764e+00
4.000000000000000000e+00,9.807808500504672233e-02,2.061396649252088764e+00
0.000000000000000000e+00,1.180631747196328324e-01,3.350229928689859582e-01
4.000000000000000000e+00,1.180631747196328324e-01,3.350229928689859582e-01
0.000000000000000000e+00,6.765376145074486480e-02,2.840058346454032989e+00
4.000000000000000000e+00,6.765376145074486480e-02,2.840058346454032989e+00
0.000000000000000000e+00,7.487968415918490328e-02,5.724191997422812817e-01
4.000000000000000000e+00,7.487968415918490328e-02,5.724191997422812817e-01
0.000000000000000000e+00,1.244467892126957867e-02,1.983895784173979271e+00
4.000000000000000000e+00,1.244467892126957867e-02,1.983895784173979271e+00
0.000000000000000000e+00,6.663138277968795598e-02,1.068060652316525028e+00
4.000000000000000000e+00,6.663138277968795598e-02,1.068060652316525028e+00
0.000000000000000000e+00,1.218273700865721287e-02,3.074783982851819975e+00
4.000000000000000000e+00,1.218273700865721287e-02,3.074783982851819975e+00
0.000000000000000000e+00,1.607265289356302890e-02,1.795342742023452010e+00
4.000000000000000000e+00,1.607265289356302890e-02,1.795342742023452010e+00
0.000000000000000000e+00,1.517012608842441615e-02,3.541775131395915821e+00
4.000000000000000000e+00,1.517012608842441615e-02,3.541775131395915821e+00
0.000000000000000000e+00,7.405493308344525405e-02,2.562687307621266175e+00
4.000000000000000000e+00,7.405493308344525405e-02,2.562687307621266175e+00
0.000000000000000000e+00,8.889576370828659868e-02,3.106351412670719903e+00
4.000000000000000000e+00,8.889576370828659868e-02,3.106351412670719903e+00
0.000000000000000000e+00,8.188387942872492331e-02,1.714619510491185217e+00
4.000000000000000000e+00,8.188387942872492331e-02,1.714619510491185217e+00
0.000000000000000000e+00,6.728877896380668078e-02,2.744143352539305525e-01
4.000000000000000000e+00,6.728877896380668078e-02,2.744143352539305525e-01
0.000000000000000000e+00,5.134793031630895122e-02,3.740387501216875521e-02
4.000000000000000000e+00,5.134793031630895122e-02,3.740387501216875521e-02
0.000000000000000000e+00,2.196138627218729034e-03,3.513404216194385921e+00
4.000000000000000000e+00,2.196138627218729034e-03,3.513404216194385921e+00
0.000000000000000000e+00,8.688280836306369603e-02,7.442486859738057792e-01
4.000000000000000000e+00,8.688280836306369603e-02,7.442486859738057792e-01
0.000000000000000000e+00,8.536752978316887452e-02,1.724921325385426307e+00
4.000000000000000000e+00,8.536752978316887452e-02,1.724921325385426307e+00
0.000000000000000000e+00,9.683131962476182464e-02,6.152890077882245956e-01
4.000000000000000000e+00,9.683131962476182464e-02,6.152890077882245956e-01
0.000000000000000000e+00,3.822623169555418310e-02,1.213533032805834466e+00
4.000000000000000000e+00,3.822623169555418310e-02,1.213533032805834466e+00
0.000000000000000000e+00,9.819994503592045787e-02,2.569933845340903744e+00
4.000000000000000000e+00,9.819994503592045787e-02,2.569933845340903744e+00
0.000000000000000000e+00,3.720373220656733593e-02,1.817987900390123590e+00
4.000000000000000000e+00,3.720373220656733593e-02,1.817987900390123590e+00
0.000000000000000000e+00,1.121236498787266944e-01,1.580606202384695846e+00
4.000000000000000000e+00,1.121236498787266944e-01,1.580606202384695846e+00
0.000000000000000000e+00,6.327324817495140474e-02,2.583450531342336376e+00
4.000000000000000000e+00,6.327324817495140474e-02,2.583450531342336376e+00
0.000000000000000000e+00,9.332584294346085718e-02,3.289513571565031214e+00
4.000000000000000000e+00,9.332584294346085718e-02,3.289513571565031214e+00
0.000000000000000000e+00,1.433523443598024201e-02,1.627072857064362221e+00
4.000000000000000000e+00,1.433523443598024201e-02,1.627072857064362221e+00
0.000000000000000000e+00,1.161761738417619316e-01,2.405364346416061228e+00
